Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii persoane, Valoare
Masculin, MACROREGIUNEA PATRU, Anul 1996, Mii persoane, 1096.7
Masculin, MACROREGIUNEA PATRU, Anul 1997, Mii persoane, 1097.2
Masculin, MACROREGIUNEA PATRU, Anul 1998, Mii persoane, 1068.2
Masculin, MACROREGIUNEA PATRU, Anul 1999, Mii persoane, 1036.5
Masculin, MACROREGIUNEA PATRU, Anul 2000, Mii persoane, 1044.6
Masculin, MACROREGIUNEA PATRU, Anul 2001, Mii persoane, 1012.7
Masculin, MACROREGIUNEA PATRU, Anul 2002, Mii persoane, 969.6
Masculin, MACROREGIUNEA PATRU, Anul 2003, Mii persoane, 975.4
Masculin, MACROREGIUNEA PATRU, Anul 2004, Mii persoane, 940.9
Masculin, MACROREGIUNEA PATRU, Anul 2005, Mii persoane, 954.7
Masculin, MACROREGIUNEA PATRU, Anul 2006, Mii persoane, 949.3
Masculin, MACROREGIUNEA PATRU, Anul 2007, Mii persoane, 973.9
Masculin, MACROREGIUNEA PATRU, Anul 2008, Mii persoane, 989.4
Masculin, MACROREGIUNEA PATRU, Anul 2009, Mii persoane, 972.9
Masculin, MACROREGIUNEA PATRU, Anul 2010, Mii persoane, 960.5
Masculin, MACROREGIUNEA PATRU, Anul 2011, Mii persoane, 928.4
Masculin, MACROREGIUNEA PATRU, Anul 2012, Mii persoane, 955.8
Masculin, MACROREGIUNEA PATRU, Anul 2013, Mii persoane, 959.5
Masculin, MACROREGIUNEA PATRU, Anul 2014, Mii persoane, 946.1
Masculin, MACROREGIUNEA PATRU, Anul 2015, Mii persoane, 938.6
Masculin, MACROREGIUNEA PATRU, Anul 2016, Mii persoane, 930
Masculin, MACROREGIUNEA PATRU, Anul 2017, Mii persoane, 921.9
Masculin, Regiunea SUD-VEST OLTENIA, Anul 1990, Mii persoane, 629.9
Masculin, Regiunea SUD-VEST OLTENIA, Anul 1991, Mii persoane, 613.9
Masculin, Regiunea SUD-VEST OLTENIA, Anul 1992, Mii persoane, 618.5
Masculin, Regiunea SUD-VEST OLTENIA, Anul 1993, Mii persoane, 604.3
Masculin, Regiunea SUD-VEST OLTENIA, Anul 1994, Mii persoane, 654.9
Masculin, Regiunea SUD-VEST OLTENIA, Anul 1995, Mii persoane, 615.4
Masculin, Regiunea SUD-VEST OLTENIA, Anul 1996, Mii persoane, 582.5
Masculin, Regiunea SUD-VEST OLTENIA, Anul 1997, Mii persoane, 588.2
Masculin, Regiunea SUD-VEST OLTENIA, Anul 1998, Mii persoane, 567.5
Masculin, Regiunea SUD-VEST OLTENIA, Anul 1999, Mii persoane, 568
Masculin, Regiunea SUD-VEST OLTENIA, Anul 2000, Mii persoane, 566.2
Masculin, Regiunea SUD-VEST OLTENIA, Anul 2001, Mii persoane, 551.4
Masculin, Regiunea SUD-VEST OLTENIA, Anul 2002, Mii persoane, 515.7
Masculin, Regiunea SUD-VEST OLTENIA, Anul 2003, Mii persoane, 512.1
Masculin, Regiunea SUD-VEST OLTENIA, Anul 2004, Mii persoane, 483.1
Masculin, Regiunea SUD-VEST OLTENIA, Anul 2005, Mii persoane, 491.2
Masculin, Regiunea SUD-VEST OLTENIA, Anul 2006, Mii persoane, 488.2
Masculin, Regiunea SUD-VEST OLTENIA, Anul 2007, Mii persoane, 495.2
Masculin, Regiunea SUD-VEST OLTENIA, Anul 2008, Mii persoane, 505
Masculin, Regiunea SUD-VEST OLTENIA, Anul 2009, Mii persoane, 497.7
Masculin, Regiunea SUD-VEST OLTENIA, Anul 2010, Mii persoane, 494.4
Masculin, Regiunea SUD-VEST OLTENIA, Anul 2011, Mii persoane, 473.2
Masculin, Regiunea SUD-VEST OLTENIA, Anul 2012, Mii persoane, 487.6
Masculin, Regiunea SUD-VEST OLTENIA, Anul 2013, Mii persoane, 485.4
Masculin, Regiunea SUD-VEST OLTENIA, Anul 2014, Mii persoane, 474.6
Masculin, Regiunea SUD-VEST OLTENIA, Anul 2015, Mii persoane, 464.5
Masculin, Regiunea SUD-VEST OLTENIA, Anul 2016, Mii persoane, 454.2
Masculin, Regiunea SUD-VEST OLTENIA, Anul 2017, Mii persoane, 454.4
Masculin, Dolj, Anul 1990, Mii persoane, 192
Masculin, Dolj, Anul 1991, Mii persoane, 193.5
Masculin, Dolj, Anul 1992, Mii persoane, 196.4
Masculin, Dolj, Anul 1993, Mii persoane, 198.2
Masculin, Dolj, Anul 1994, Mii persoane, 200
Masculin, Dolj, Anul 1995, Mii persoane, 177.4
Masculin, Dolj, Anul 1996, Mii persoane, 173.5
Masculin, Dolj, Anul 1997, Mii persoane, 173.4
Masculin, Dolj, Anul 1998, Mii persoane, 168.5
Masculin, Dolj, Anul 1999, Mii persoane, 179
Masculin, Dolj, Anul 2000, Mii persoane, 176.8
Masculin, Dolj, Anul 2001, Mii persoane, 171.8
Masculin, Dolj, Anul 2002, Mii persoane, 156.1
Masculin, Dolj, Anul 2003, Mii persoane, 155.6
Masculin, Dolj, Anul 2004, Mii persoane, 142.1
Masculin, Dolj, Anul 2005, Mii persoane, 148.6
Masculin, Dolj, Anul 2006, Mii persoane, 153.3
Masculin, Dolj, Anul 2007, Mii persoane, 157.6
Masculin, Dolj, Anul 2008, Mii persoane, 163.4
Masculin, Dolj, Anul 2009, Mii persoane, 156.3
Masculin, Dolj, Anul 2010, Mii persoane, 158
Masculin, Dolj, Anul 2011, Mii persoane, 150.3
Masculin, Dolj, Anul 2012, Mii persoane, 153.7
Masculin, Dolj, Anul 2013, Mii persoane, 153.7
Masculin, Dolj, Anul 2014, Mii persoane, 151.4
Masculin, Dolj, Anul 2015, Mii persoane, 150.4
Masculin, Dolj, Anul 2016, Mii persoane, 146.1
Masculin, Dolj, Anul 2017, Mii persoane, 147.4
Masculin, Gorj, Anul 1990, Mii persoane, 115.1
Masculin, Gorj, Anul 1991, Mii persoane, 110.1
Masculin, Gorj, Anul 1992, Mii persoane, 110
Masculin, Gorj, Anul 1993, Mii persoane, 104.1
Masculin, Gorj, Anul 1994, Mii persoane, 123.2
Masculin, Gorj, Anul 1995, Mii persoane, 111.9
Masculin, Gorj, Anul 1996, Mii persoane, 106.4
Masculin, Gorj, Anul 1997, Mii persoane, 104.1
Masculin, Gorj, Anul 1998, Mii persoane, 91.6
Masculin, Gorj, Anul 1999, Mii persoane, 93.1
Masculin, Gorj, Anul 2000, Mii persoane, 94.9
Masculin, Gorj, Anul 2001, Mii persoane, 90.7
Masculin, Gorj, Anul 2002, Mii persoane, 87.8
Masculin, Gorj, Anul 2003, Mii persoane, 85.7
Masculin, Gorj, Anul 2004, Mii persoane, 83.3
Masculin, Gorj, Anul 2005, Mii persoane, 81.1
Masculin, Gorj, Anul 2006, Mii persoane, 80.1
Masculin, Gorj, Anul 2007, Mii persoane, 79.5
Masculin, Gorj, Anul 2008, Mii persoane, 82.3
Masculin, Gorj, Anul 2009, Mii persoane, 84.5
Masculin, Gorj, Anul 2010, Mii persoane, 82.4
Masculin, Gorj, Anul 2011, Mii persoane, 78.2
Masculin, Gorj, Anul 2012, Mii persoane, 80.5
Masculin, Gorj, Anul 2013, Mii persoane, 80.3
Masculin, Gorj, Anul 2014, Mii persoane, 77.4
Masculin, Gorj, Anul 2015, Mii persoane, 74.3
Masculin, Gorj, Anul 2016, Mii persoane, 74.6
Masculin, Gorj, Anul 2017, Mii persoane, 71.8
Masculin, Mehedinti, Anul 1990, Mii persoane, 80.1
Masculin, Mehedinti, Anul 1991, Mii persoane, 77.2
Masculin, Mehedinti, Anul 1992, Mii persoane, 77.5
Masculin, Mehedinti, Anul 1993, Mii persoane, 76.6
Masculin, Mehedinti, Anul 1994, Mii persoane, 79.8
Masculin, Mehedinti, Anul 1995, Mii persoane, 78.2
Masculin, Mehedinti, Anul 1996, Mii persoane, 75
Masculin, Mehedinti, Anul 1997, Mii persoane, 77.7
Masculin, Mehedinti, Anul 1998, Mii persoane, 76.7
Masculin, Mehedinti, Anul 1999, Mii persoane, 76.9
Masculin, Mehedinti, Anul 2000, Mii persoane, 74
Masculin, Mehedinti, Anul 2001, Mii persoane, 75.2
Masculin, Mehedinti, Anul 2002, Mii persoane, 66.9
Masculin, Mehedinti, Anul 2003, Mii persoane, 67.7
Masculin, Mehedinti, Anul 2004, Mii persoane, 64.8
Masculin, Mehedinti, Anul 2005, Mii persoane, 65.4
Masculin, Mehedinti, Anul 2006, Mii persoane, 65.2
Masculin, Mehedinti, Anul 2007, Mii persoane, 65.1
Masculin, Mehedinti, Anul 2008, Mii persoane, 66
Masculin, Mehedinti, Anul 2009, Mii persoane, 65.1
Masculin, Mehedinti, Anul 2010, Mii persoane, 61.4
Masculin, Mehedinti, Anul 2011, Mii persoane, 60.8
Masculin, Mehedinti, Anul 2012, Mii persoane, 62.8
Masculin, Mehedinti, Anul 2013, Mii persoane, 61.9
Masculin, Mehedinti, Anul 2014, Mii persoane, 60.7
Masculin, Mehedinti, Anul 2015, Mii persoane, 58.6
Masculin, Mehedinti, Anul 2016, Mii persoane, 56.1
Masculin, Mehedinti, Anul 2017, Mii persoane, 56.7
Masculin, Olt, Anul 1990, Mii persoane, 129.6
Masculin, Olt, Anul 1991, Mii persoane, 123
Masculin, Olt, Anul 1992, Mii persoane, 123.4
Masculin, Olt, Anul 1993, Mii persoane, 121.4
Masculin, Olt, Anul 1994, Mii persoane, 131.7
Masculin, Olt, Anul 1995, Mii persoane, 128
Masculin, Olt, Anul 1996, Mii persoane, 119.3
Masculin, Olt, Anul 1997, Mii persoane, 119.7
Masculin, Olt, Anul 1998, Mii persoane, 118.1
Masculin, Olt, Anul 1999, Mii persoane, 112.9
Masculin, Olt, Anul 2000, Mii persoane, 112.7
Masculin, Olt, Anul 2001, Mii persoane, 108.9
Masculin, Olt, Anul 2002, Mii persoane, 104.2
Masculin, Olt, Anul 2003, Mii persoane, 103.4
Masculin, Olt, Anul 2004, Mii persoane, 97.3
Masculin, Olt, Anul 2005, Mii persoane, 98.3
Masculin, Olt, Anul 2006, Mii persoane, 95.2
Masculin, Olt, Anul 2007, Mii persoane, 96
Masculin, Olt, Anul 2008, Mii persoane, 95.3
Masculin, Olt, Anul 2009, Mii persoane, 93
Masculin, Olt, Anul 2010, Mii persoane, 93.3
Masculin, Olt, Anul 2011, Mii persoane, 88.5
Masculin, Olt, Anul 2012, Mii persoane, 93.6
Masculin, Olt, Anul 2013, Mii persoane, 91.5
Masculin, Olt, Anul 2014, Mii persoane, 91.7
Masculin, Olt, Anul 2015, Mii persoane, 89.2
Masculin, Olt, Anul 2016, Mii persoane, 87.5
Masculin, Olt, Anul 2017, Mii persoane, 88
Masculin, Valcea, Anul 1990, Mii persoane, 113.1
Masculin, Valcea, Anul 1991, Mii persoane, 110.1
Masculin, Valcea, Anul 1992, Mii persoane, 111.2
Masculin, Valcea, Anul 1993, Mii persoane, 104
Masculin, Valcea, Anul 1994, Mii persoane, 120.2
Masculin, Valcea, Anul 1995, Mii persoane, 119.9
Masculin, Valcea, Anul 1996, Mii persoane, 108.3
Masculin, Valcea, Anul 1997, Mii persoane, 113.3
Masculin, Valcea, Anul 1998, Mii persoane, 112.6
Masculin, Valcea, Anul 1999, Mii persoane, 106.1
Masculin, Valcea, Anul 2000, Mii persoane, 107.8
Masculin, Valcea, Anul 2001, Mii persoane, 104.8
Masculin, Valcea, Anul 2002, Mii persoane, 100.7
Masculin, Valcea, Anul 2003, Mii persoane, 99.7
Masculin, Valcea, Anul 2004, Mii persoane, 95.6
Masculin, Valcea, Anul 2005, Mii persoane, 97.8
Masculin, Valcea, Anul 2006, Mii persoane, 94.4
Masculin, Valcea, Anul 2007, Mii persoane, 97
Masculin, Valcea, Anul 2008, Mii persoane, 98
Masculin, Valcea, Anul 2009, Mii persoane, 98.8
Masculin, Valcea, Anul 2010, Mii persoane, 99.3
Masculin, Valcea, Anul 2011, Mii persoane, 95.4
Masculin, Valcea, Anul 2012, Mii persoane, 97
Masculin, Valcea, Anul 2013, Mii persoane, 98
Masculin, Valcea, Anul 2014, Mii persoane, 93.4
Masculin, Valcea, Anul 2015, Mii persoane, 92
Masculin, Valcea, Anul 2016, Mii persoane, 89.9
Masculin, Valcea, Anul 2017, Mii persoane, 90.5
Masculin, Regiunea VEST, Anul 1990, Mii persoane, 574.7
Masculin, Regiunea VEST, Anul 1991, Mii persoane, 563.9
Masculin, Regiunea VEST, Anul 1992, Mii persoane, 557.8
Masculin, Regiunea VEST, Anul 1993, Mii persoane, 553.5
Masculin, Regiunea VEST, Anul 1994, Mii persoane, 548
Masculin, Regiunea VEST, Anul 1995, Mii persoane, 551.4
Masculin, Regiunea VEST, Anul 1996, Mii persoane, 514.2
Masculin, Regiunea VEST, Anul 1997, Mii persoane, 509
Masculin, Regiunea VEST, Anul 1998, Mii persoane, 500.7
Masculin, Regiunea VEST, Anul 1999, Mii persoane, 468.5
Masculin, Regiunea VEST, Anul 2000, Mii persoane, 478.4
Masculin, Regiunea VEST, Anul 2001, Mii persoane, 461.3
Masculin, Regiunea VEST, Anul 2002, Mii persoane, 453.9
Masculin, Regiunea VEST, Anul 2003, Mii persoane, 463.3
Masculin, Regiunea VEST, Anul 2004, Mii persoane, 457.8
Masculin, Regiunea VEST, Anul 2005, Mii persoane, 463.5
Masculin, Regiunea VEST, Anul 2006, Mii persoane, 461.1
Masculin, Regiunea VEST, Anul 2007, Mii persoane, 478.7
Masculin, Regiunea VEST, Anul 2008, Mii persoane, 484.4
Masculin, Regiunea VEST, Anul 2009, Mii persoane, 475.2
Masculin, Regiunea VEST, Anul 2010, Mii persoane, 466.1
Masculin, Regiunea VEST, Anul 2011, Mii persoane, 455.2
Masculin, Regiunea VEST, Anul 2012, Mii persoane, 468.2
Masculin, Regiunea VEST, Anul 2013, Mii persoane, 474.1
Masculin, Regiunea VEST, Anul 2014, Mii persoane, 471.5
Masculin, Regiunea VEST, Anul 2015, Mii persoane, 474.1
Masculin, Regiunea VEST, Anul 2016, Mii persoane, 475.8
Masculin, Regiunea VEST, Anul 2017, Mii persoane, 467.5
Masculin, Arad, Anul 1990, Mii persoane, 129.5
Masculin, Arad, Anul 1991, Mii persoane, 125.8
Masculin, Arad, Anul 1992, Mii persoane, 122.1
Masculin, Arad, Anul 1993, Mii persoane, 126.1
Masculin, Arad, Anul 1994, Mii persoane, 121.6
Masculin, Arad, Anul 1995, Mii persoane, 123.8
Masculin, Arad, Anul 1996, Mii persoane, 115.8
Masculin, Arad, Anul 1997, Mii persoane, 122.9
Masculin, Arad, Anul 1998, Mii persoane, 114.5
Masculin, Arad, Anul 1999, Mii persoane, 107.8
Masculin, Arad, Anul 2000, Mii persoane, 111.1
Masculin, Arad, Anul 2001, Mii persoane, 106.1
Masculin, Arad, Anul 2002, Mii persoane, 106.9
Masculin, Arad, Anul 2003, Mii persoane, 111.3
Masculin, Arad, Anul 2004, Mii persoane, 109.6
Masculin, Arad, Anul 2005, Mii persoane, 111.2
Masculin, Arad, Anul 2006, Mii persoane, 111.1
Masculin, Arad, Anul 2007, Mii persoane, 114.2
Masculin, Arad, Anul 2008, Mii persoane, 119.2
Masculin, Arad, Anul 2009, Mii persoane, 113.9
Masculin, Arad, Anul 2010, Mii persoane, 112
Masculin, Arad, Anul 2011, Mii persoane, 108.4
Masculin, Arad, Anul 2012, Mii persoane, 111.8
Masculin, Arad, Anul 2013, Mii persoane, 117.1
Masculin, Arad, Anul 2014, Mii persoane, 118.2
Masculin, Arad, Anul 2015, Mii persoane, 122.4
Masculin, Arad, Anul 2016, Mii persoane, 119.8
Masculin, Arad, Anul 2017, Mii persoane, 119.5
Masculin, Caras-Severin, Anul 1990, Mii persoane, 104
Masculin, Caras-Severin, Anul 1991, Mii persoane, 94
Masculin, Caras-Severin, Anul 1992, Mii persoane, 100.1
Masculin, Caras-Severin, Anul 1993, Mii persoane, 90.6
Masculin, Caras-Severin, Anul 1994, Mii persoane, 90.9
Masculin, Caras-Severin, Anul 1995, Mii persoane, 98.7
Masculin, Caras-Severin, Anul 1996, Mii persoane, 82.5
Masculin, Caras-Severin, Anul 1997, Mii persoane, 89.5
Masculin, Caras-Severin, Anul 1998, Mii persoane, 86.1
Masculin, Caras-Severin, Anul 1999, Mii persoane, 81.4
Masculin, Caras-Severin, Anul 2000, Mii persoane, 81.1
Masculin, Caras-Severin, Anul 2001, Mii persoane, 79.1
Masculin, Caras-Severin, Anul 2002, Mii persoane, 72.8
Masculin, Caras-Severin, Anul 2003, Mii persoane, 73.4
Masculin, Caras-Severin, Anul 2004, Mii persoane, 69.8
Masculin, Caras-Severin, Anul 2005, Mii persoane, 68.3
Masculin, Caras-Severin, Anul 2006, Mii persoane, 67.3
Masculin, Caras-Severin, Anul 2007, Mii persoane, 70.2
Masculin, Caras-Severin, Anul 2008, Mii persoane, 70.8
Masculin, Caras-Severin, Anul 2009, Mii persoane, 70.9
Masculin, Caras-Severin, Anul 2010, Mii persoane, 68.8
Masculin, Caras-Severin, Anul 2011, Mii persoane, 65.5
Masculin, Caras-Severin, Anul 2012, Mii persoane, 67.6
Masculin, Caras-Severin, Anul 2013, Mii persoane, 65.3
Masculin, Caras-Severin, Anul 2014, Mii persoane, 64.1
Masculin, Caras-Severin, Anul 2015, Mii persoane, 62.9
Masculin, Caras-Severin, Anul 2016, Mii persoane, 61.7
Masculin, Caras-Severin, Anul 2017, Mii persoane, 60.6
Masculin, Hunedoara, Anul 1990, Mii persoane, 158.5
Masculin, Hunedoara, Anul 1991, Mii persoane, 152.9
Masculin, Hunedoara, Anul 1992, Mii persoane, 151.8
Masculin, Hunedoara, Anul 1993, Mii persoane, 152.5
Masculin, Hunedoara, Anul 1994, Mii persoane, 158.1
Masculin, Hunedoara, Anul 1995, Mii persoane, 153.6
Masculin, Hunedoara, Anul 1996, Mii persoane, 157.5
Masculin, Hunedoara, Anul 1997, Mii persoane, 141.3
Masculin, Hunedoara, Anul 1998, Mii persoane, 138.1
Masculin, Hunedoara, Anul 1999, Mii persoane, 130.3
Masculin, Hunedoara, Anul 2000, Mii persoane, 129
Masculin, Hunedoara, Anul 2001, Mii persoane, 122.2
Masculin, Hunedoara, Anul 2002, Mii persoane, 118
Masculin, Hunedoara, Anul 2003, Mii persoane, 116.9
Masculin, Hunedoara, Anul 2004, Mii persoane, 117.5
Masculin, Hunedoara, Anul 2005, Mii persoane, 113.5
Masculin, Hunedoara, Anul 2006, Mii persoane, 109.8
Masculin, Hunedoara, Anul 2007, Mii persoane, 111.4
Masculin, Hunedoara, Anul 2008, Mii persoane, 112.7
Masculin, Hunedoara, Anul 2009, Mii persoane, 110.5
Masculin, Hunedoara, Anul 2010, Mii persoane, 102.2
Masculin, Hunedoara, Anul 2011, Mii persoane, 99.2
Masculin, Hunedoara, Anul 2012, Mii persoane, 102.2
Masculin, Hunedoara, Anul 2013, Mii persoane, 104.1
Masculin, Hunedoara, Anul 2014, Mii persoane, 103.3
Masculin, Hunedoara, Anul 2015, Mii persoane, 99.2
Masculin, Hunedoara, Anul 2016, Mii persoane, 98.4
Masculin, Hunedoara, Anul 2017, Mii persoane, 93.9
Masculin, Timis, Anul 1990, Mii persoane, 182.7
Masculin, Timis, Anul 1991, Mii persoane, 191.2
Masculin, Timis, Anul 1992, Mii persoane, 183.8
Masculin, Timis, Anul 1993, Mii persoane, 184.3
Masculin, Timis, Anul 1994, Mii persoane, 177.4
Masculin, Timis, Anul 1995, Mii persoane, 175.3
Masculin, Timis, Anul 1996, Mii persoane, 158.4
Masculin, Timis, Anul 1997, Mii persoane, 155.3
Masculin, Timis, Anul 1998, Mii persoane, 162
Masculin, Timis, Anul 1999, Mii persoane, 149
Masculin, Timis, Anul 2000, Mii persoane, 157.2
Masculin, Timis, Anul 2001, Mii persoane, 153.9
Masculin, Timis, Anul 2002, Mii persoane, 156.2
Masculin, Timis, Anul 2003, Mii persoane, 161.7
Masculin, Timis, Anul 2004, Mii persoane, 160.9
Masculin, Timis, Anul 2005, Mii persoane, 170.5
Masculin, Timis, Anul 2006, Mii persoane, 172.9
Masculin, Timis, Anul 2007, Mii persoane, 182.9
Masculin, Timis, Anul 2008, Mii persoane, 181.7
Masculin, Timis, Anul 2009, Mii persoane, 179.9
Masculin, Timis, Anul 2010, Mii persoane, 183.1
Masculin, Timis, Anul 2011, Mii persoane, 182.1
Masculin, Timis, Anul 2012, Mii persoane, 186.6
Masculin, Timis, Anul 2013, Mii persoane, 187.6
Masculin, Timis, Anul 2014, Mii persoane, 185.9
Masculin, Timis, Anul 2015, Mii persoane, 189.6
Masculin, Timis, Anul 2016, Mii persoane, 195.9
Masculin, Timis, Anul 2017, Mii persoane, 193.5
Feminin, TOTAL, Anul 1990, Mii persoane, 5001.3
Feminin, TOTAL, Anul 1991, Mii persoane, 5267.5
Feminin, TOTAL, Anul 1992, Mii persoane, 5450.9
Feminin, TOTAL, Anul 1993, Mii persoane, 5332.2
Feminin, TOTAL, Anul 1994, Mii persoane, 5362.8
Feminin, TOTAL, Anul 1995, Mii persoane, 4855.4
Feminin, TOTAL, Anul 1996, Mii persoane, 4712.8
Feminin, TOTAL, Anul 1997, Mii persoane, 4606.9
Feminin, TOTAL, Anul 1998, Mii persoane, 4648.4
Feminin, TOTAL, Anul 1999, Mii persoane, 4587.1
Feminin, TOTAL, Anul 2000, Mii persoane, 4652.5
Feminin, TOTAL, Anul 2001, Mii persoane, 4535
Feminin, TOTAL, Anul 2002, Mii persoane, 4351.7
Feminin, TOTAL, Anul 2003, Mii persoane, 4213.4
Feminin, TOTAL, Anul 2004, Mii persoane, 4154.9
Feminin, TOTAL, Anul 2005, Mii persoane, 4184.5
Feminin, TOTAL, Anul 2006, Mii persoane, 4201.5
Feminin, TOTAL, Anul 2007, Mii persoane, 4248.3
Feminin, TOTAL, Anul 2008, Mii persoane, 4231.2
Feminin, TOTAL, Anul 2009, Mii persoane, 4266.1
Feminin, TOTAL, Anul 2010, Mii persoane, 4216.5
Feminin, TOTAL, Anul 2011, Mii persoane, 4181
Feminin, TOTAL, Anul 2012, Mii persoane, 4265.7
Feminin, TOTAL, Anul 2013, Mii persoane, 4221.6
Feminin, TOTAL, Anul 2014, Mii persoane, 4153.2
Feminin, TOTAL, Anul 2015, Mii persoane, 4032.5
Feminin, TOTAL, Anul 2016, Mii persoane, 3963.9
Feminin, TOTAL, Anul 2017, Mii persoane, 3951.7
Feminin, MACROREGIUNEA UNU, Anul 1990, Mii persoane, 1273.4
Feminin, MACROREGIUNEA UNU, Anul 1991, Mii persoane, 1338.6
Feminin, MACROREGIUNEA UNU, Anul 1992, Mii persoane, 1376
Feminin, MACROREGIUNEA UNU, Anul 1993, Mii persoane, 1353.3
Feminin, MACROREGIUNEA UNU, Anul 1994, Mii persoane, 1363.3
Feminin, MACROREGIUNEA UNU, Anul 1995, Mii persoane, 1233.5
Feminin, MACROREGIUNEA UNU, Anul 1996, Mii persoane, 1212.9
Feminin, MACROREGIUNEA UNU, Anul 1997, Mii persoane, 1174.1
Feminin, MACROREGIUNEA UNU, Anul 1998, Mii persoane, 1211.6
Feminin, MACROREGIUNEA UNU, Anul 1999, Mii persoane, 1198.2
Feminin, MACROREGIUNEA UNU, Anul 2000, Mii persoane, 1211.8
Feminin, MACROREGIUNEA UNU, Anul 2001, Mii persoane, 1183
Feminin, MACROREGIUNEA UNU, Anul 2002, Mii persoane, 1142
Feminin, MACROREGIUNEA UNU, Anul 2003, Mii persoane, 1096.5
Feminin, MACROREGIUNEA UNU, Anul 2004, Mii persoane, 1075.2
Feminin, MACROREGIUNEA UNU, Anul 2005, Mii persoane, 1084.1
Feminin, MACROREGIUNEA UNU, Anul 2006, Mii persoane, 1086
Feminin, MACROREGIUNEA UNU, Anul 2007, Mii persoane, 1082.1
Feminin, MACROREGIUNEA UNU, Anul 2008, Mii persoane, 1081.8
Feminin, MACROREGIUNEA UNU, Anul 2009, Mii persoane, 1095.7
Feminin, MACROREGIUNEA UNU, Anul 2010, Mii persoane, 1080.2
Feminin, MACROREGIUNEA UNU, Anul 2011, Mii persoane, 1068.6
Feminin, MACROREGIUNEA UNU, Anul 2012, Mii persoane, 1090.2
Feminin, MACROREGIUNEA UNU, Anul 2013, Mii persoane, 1074.5
Feminin, MACROREGIUNEA UNU, Anul 2014, Mii persoane, 1065.3
Feminin, MACROREGIUNEA UNU, Anul 2015, Mii persoane, 1036.7
Feminin, MACROREGIUNEA UNU, Anul 2016, Mii persoane, 1025
Feminin, MACROREGIUNEA UNU, Anul 2017, Mii persoane, 1016.4
Feminin, Regiunea NORD-VEST, Anul 1990, Mii persoane, 655.3
Feminin, Regiunea NORD-VEST, Anul 1991, Mii persoane, 701.2
Feminin, Regiunea NORD-VEST, Anul 1992, Mii persoane, 732.2
Feminin, Regiunea NORD-VEST, Anul 1993, Mii persoane, 711.3
Feminin, Regiunea NORD-VEST, Anul 1994, Mii persoane, 713.5
Feminin, Regiunea NORD-VEST, Anul 1995, Mii persoane, 618
Feminin, Regiunea NORD-VEST, Anul 1996, Mii persoane, 618.2
Feminin, Regiunea NORD-VEST, Anul 1997, Mii persoane, 604.7
Feminin, Regiunea NORD-VEST, Anul 1998, Mii persoane, 637.2
Feminin, Regiunea NORD-VEST, Anul 1999, Mii persoane, 622.4
Feminin, Regiunea NORD-VEST, Anul 2000, Mii persoane, 633.5
Feminin, Regiunea NORD-VEST, Anul 2001, Mii persoane, 625
Feminin, Regiunea NORD-VEST, Anul 2002, Mii persoane, 592.7
Feminin, Regiunea NORD-VEST, Anul 2003, Mii persoane, 568.7
Feminin, Regiunea NORD-VEST, Anul 2004, Mii persoane, 564.2
Feminin, Regiunea NORD-VEST, Anul 2005, Mii persoane, 576.4
Feminin, Regiunea NORD-VEST, Anul 2006, Mii persoane, 572.6
Feminin, Regiunea NORD-VEST, Anul 2007, Mii persoane, 573.1
Feminin, Regiunea NORD-VEST, Anul 2008, Mii persoane, 574.6
Feminin, Regiunea NORD-VEST, Anul 2009, Mii persoane, 588.3
Feminin, Regiunea NORD-VEST, Anul 2010, Mii persoane, 582.9
Feminin, Regiunea NORD-VEST, Anul 2011, Mii persoane, 575
Feminin, Regiunea NORD-VEST, Anul 2012, Mii persoane, 586.3
Feminin, Regiunea NORD-VEST, Anul 2013, Mii persoane, 574.4
Feminin, Regiunea NORD-VEST, Anul 2014, Mii persoane, 571.6
Feminin, Regiunea NORD-VEST, Anul 2015, Mii persoane, 557.4
Feminin, Regiunea NORD-VEST, Anul 2016, Mii persoane, 549.3
Feminin, Regiunea NORD-VEST, Anul 2017, Mii persoane, 543.7
Feminin, Bihor, Anul 1990, Mii persoane, 150.9
Feminin, Bihor, Anul 1991, Mii persoane, 160.7
Feminin, Bihor, Anul 1992, Mii persoane, 162
Feminin, Bihor, Anul 1993, Mii persoane, 160.1
